Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
53,Travel_Rarely,715,Research & Development,17,5,Medical,1,141,2,Female,65,4,1,Research Scientist,2,Married,3923,13999,2,Y,Yes,15,3,1,80,3,27,6,3,8,2,7,5,No
30,Travel_Frequently,294,Research & Development,24,1,Human Resources,1,142,1,Female,54,2,5,Laboratory Technician,4,Married,17258,15434,8,Y,No,15,3,2,80,0,8,5,1,8,8,1,2,No
49,Non-Travel,588,Research & Development,8,3,Technical Degree,1,143,2,Male,40,1,4,Research Director,2,Single,12692,14416,5,Y,No,11,3,3,80,2,31,2,2,9,7,5,9,No
24,Travel_Rarely,256,Research & Development,23,2,Medical,1,144,4,Female,73,3,1,Manufacturing Director,2,Divorced,4816,21248,7,Y,Yes,13,3,1,80,3,6,3,1,6,1,0,6,No
39,Travel_Frequently,709,Research & Development,15,4,Marketing,1,145,4,Male,43,3,4,Manufacturing Director,4,Married,14227,15945,0,Y,No,12,3,1,80,1,1,2,1,1,1,1,1,No
45,Non-Travel,1349,Sales,15,3,Other,1,146,4,Female,58,2,4,Human Resources,1,Married,13396,3017,1,Y,No,22,4,1,80,1,12,1,2,12,6,3,10,No
19,Travel_Rarely,511,Research & Development,8,1,Human Resources,1,147,1,Male,79,3,4,Sales Representative,1,Married,14434,6690,5,Y,No,17,3,1,80,2,1,2,4,1,1,0,1,Yes
59,Travel_Rarely,1328,Sales,16,5,Human Resources,1,148,1,Female,34,3,1,Research Scientist,3,Married,4280,10373,2,Y,Yes,23,3,1,80,3,26,0,3,17,12,8,1,No
23,Travel_Rarely,1202,Research & Development,19,2,Marketing,1,149,4,Female,98,4,5,Laboratory Technician,4,Married,16936,25143,0,Y,Yes,24,3,3,80,3,5,5,1,5,0,5,5,Yes
45,Travel_Frequently,1247,Research & Development,11,3,Medical,1,150,4,Male,86,4,1,Manufacturing Director,3,Married,4962,16378,5,Y,No,15,3,1,80,0,27,4,1,27,7,10,8,No
45,Travel_Rarely,570,Research & Development,2,4,Life Sciences,1,151,4,Female,55,1,1,Manufacturing Director,4,Single,3800,20835,4,Y,No,13,3,3,80,1,9,4,2,9,9,2,9,No
37,Travel_Rarely,1341,Sales,23,1,Technical Degree,1,152,3,Female,35,4,4,Research Director,3,Married,12759,20336,8,Y,No,21,4,3,80,1,15,3,3,15,15,5,10,No
47,Travel_Rarely,615,Research & Development,24,1,Other,1,153,4,Female,45,3,3,Manager,2,Married,10715,6700,5,Y,No,18,3,3,80,0,14,5,2,13,12,6,9,No
28,Non-Travel,1227,Research & Development,17,3,Life Sciences,1,154,2,Female,89,1,3,Laboratory Technician,4,Single,10794,15901,4,Y,No,11,3,1,80,1,10,6,1,10,10,10,2,No
45,Travel_Rarely,492,Sales,28,4,Life Sciences,1,155,3,Female,41,1,3,Human Resources,1,Single,10503,26838,0,Y,Yes,11,3,3,80,0,27,1,4,24,14,14,11,Yes
42,Travel_Frequently,730,Research & Development,26,1,Marketing,1,156,3,Female,32,2,1,Research Director,4,Single,4115,24597,0,Y,No,24,3,1,80,1,19,3,4,19,10,3,3,Yes
56,Non-Travel,707,Human Resources,16,2,Medical,1,157,1,Female,92,4,4,Human Resources,3,Divorced,12931,2660,0,Y,No,16,3,3,80,1,23,2,3,23,11,5,9,No
50,Travel_Frequently,1079,Research & Development,25,1,Human Resources,1,158,2,Male,93,1,3,Healthcare Representative,3,Single,10215,19699,6,Y,Yes,11,3,1,80,1,6,4,1,6,2,6,1,Yes
18,Travel_Rarely,533,Research & Development,15,4,Human Resources,1,159,1,Female,91,3,2,Laboratory Technician,3,Divorced,7195,9381,5,Y,Yes,14,4,2,80,0,0,2,2,0,0,0,0,Yes
44,Travel_Rarely,1454,Sales,13,5,Marketing,1,160,1,Female,35,1,2,Manufacturing Director,3,Married,7740,4919,4,Y,No,16,3,2,80,1,23,4,1,23,13,14,10,No
30,Travel_Rarely,1266,Research & Development,15,5,Medical,1,161,2,Male,48,1,2,Healthcare Representative,3,Divorced,7614,20456,3,Y,No,11,3,3,80,1,12,4,2,12,6,9,12,No
58,Travel_Rarely,639,Sales,27,3,Marketing,1,162,1,Female,47,2,5,Human Resources,3,Married,15697,23826,7,Y,No,23,3,4,80,3,4,4,2,4,4,4,4,No
20,Travel_Frequently,377,Research & Development,4,4,Human Resources,1,163,2,Female,72,3,4,Human Resources,1,Divorced,13482,20403,7,Y,Yes,19,3,4,80,1,2,5,3,2,2,2,2,Yes
56,Travel_Frequently,332,Research & Development,16,1,Life Sciences,1,164,2,Male,32,3,1,Laboratory Technician,3,Single,4922,12932,4,Y,Yes,14,3,2,80,2,0,6,2,0,0,0,0,Yes
23,Travel_Rarely,1213,Research & Development,12,1,Technical Degree,1,165,1,Female,67,4,1,Sales Representative,1,Married,3538,25009,3,Y,No,19,3,3,80,1,5,6,3,5,1,5,1,Yes
25,Travel_Rarely,1322,Sales,4,5,Medical,1,166,4,Female,97,3,4,Manager,4,Single,13208,2815,1,Y,No,19,3,3,80,1,7,6,4,7,7,0,1,No
44,Travel_Rarely,461,Research & Development,3,5,Other,1,167,1,Male,73,1,5,Manufacturing Director,2,Married,15970,23161,6,Y,No,23,4,3,80,3,5,0,3,5,1,5,0,Yes
26,Travel_Rarely,125,Research & Development,22,2,Other,1,168,3,Male,92,3,4,Healthcare Representative,1,Married,12578,16510,4,Y,No,16,3,4,80,3,8,5,3,3,3,3,3,Yes
54,Travel_Rarely,1148,Research & Development,17,5,Life Sciences,1,169,1,Female,71,3,5,Research Scientist,4,Married,16228,14289,2,Y,No,23,3,2,80,0,9,2,3,9,9,8,9,No
50,Travel_Rarely,606,Research & Development,22,2,Marketing,1,170,2,Female,93,1,3,Sales Representative,2,Married,11351,6734,8,Y,Yes,17,3,3,80,0,6,6,4,6,6,6,0,Yes
59,Travel_Rarely,1424,Research & Development,18,1,Marketing,1,171,3,Male,83,2,3,Manufacturing Director,1,Single,10617,22013,8,Y,No,23,3,2,80,2,7,5,3,7,3,2,0,Yes
41,Travel_Rarely,1462,Research & Development,25,2,Human Resources,1,172,2,Female,66,4,5,Research Scientist,1,Married,16183,4753,9,Y,Yes,11,4,2,80,3,12,6,2,12,10,12,0,Yes
32,Travel_Rarely,366,Research & Development,18,2,Life Sciences,1,173,4,Male,33,4,4,Manager,4,Married,12542,8505,7,Y,Yes,15,4,1,80,0,14,3,2,14,14,5,10,Yes
49,Non-Travel,560,Sales,23,3,Human Resources,1,174,4,Male,31,2,3,Research Scientist,3,Single,9631,13559,0,Y,Yes,13,4,4,80,0,17,1,3,17,11,3,11,No
49,Travel_Rarely,555,Sales,28,5,Human Resources,1,175,3,Male,73,1,4,Research Scientist,1,Divorced,12576,16905,2,Y,No,20,3,2,80,0,13,3,2,13,9,6,13,No
41,Travel_Rarely,1483,Research & Development,17,2,Other,1,176,4,Female,96,4,3,Sales Representative,1,Divorced,11469,6685,1,Y,No,20,4,1,80,3,10,5,3,10,10,6,10,Yes
58,Travel_Rarely,1191,Research & Development,12,1,Human Resources,1,177,4,Male,97,2,4,Sales Executive,4,Divorced,13755,18585,3,Y,No,23,4,4,80,3,37,2,4,11,3,11,0,No
29,Travel_Rarely,1106,Research & Development,23,4,Human Resources,1,178,1,Male,91,2,4,Sales Representative,3,Divorced,12538,19388,1,Y,No,16,3,3,80,2,11,1,2,2,2,2,0,No
56,Travel_Rarely,962,Research & Development,21,2,Other,1,179,1,Male,30,2,2,Healthcare Representative,2,Single,8089,19696,7,Y,Yes,14,3,3,80,3,32,3,3,14,8,3,5,Yes
19,Travel_Rarely,590,Sales,24,5,Marketing,1,180,4,Female,46,4,5,Sales Executive,3,Divorced,15650,20409,0,Y,No,23,3,1,80,3,1,1,1,1,1,1,1,Yes
20,Travel_Rarely,1172,Research & Development,4,3,Medical,1,181,4,Female,45,4,1,Manager,3,Married,5223,21517,3,Y,No,24,3,3,80,3,2,2,4,2,2,2,2,No
54,Travel_Rarely,663,Sales,12,1,Technical Degree,1,182,1,Female,38,4,5,Sales Representative,4,Single,16475,13765,4,Y,Yes,23,3,1,80,2,23,4,1,22,0,7,5,No
34,Travel_Rarely,1225,Sales,26,3,Human Resources,1,183,4,Male,82,4,4,Sales Executive,3,Divorced,13942,6221,9,Y,No,19,3,1,80,1,16,2,3,10,10,7,7,No
19,Travel_Rarely,315,Research & Development,23,4,Medical,1,184,4,Female,88,3,4,Human Resources,4,Single,14345,17327,3,Y,No,17,3,3,80,1,1,6,2,1,1,1,1,No
19,Travel_Frequently,658,Sales,22,2,Other,1,185,2,Female,38,2,5,Sales Representative,2,Married,16709,24576,7,Y,Yes,24,3,4,80,0,1,0,3,1,1,1,1,Yes
45,Travel_Rarely,258,Research & Development,21,2,Medical,1,186,4,Male,41,3,4,Sales Executive,1,Single,12817,5671,1,Y,Yes,14,3,1,80,1,17,1,2,13,12,5,8,Yes
40,Non-Travel,588,Sales,20,5,Technical Degree,1,187,3,Male,70,2,3,Laboratory Technician,1,Married,10987,6941,8,Y,No,23,3,4,80,1,22,2,3,5,5,5,5,No
54,Travel_Rarely,785,Research & Development,15,2,Medical,1,188,2,Female,44,4,4,Healthcare Representative,4,Married,13955,14466,1,Y,Yes,21,3,4,80,2,4,4,3,4,3,4,0,Yes
49,Non-Travel,1365,Research & Development,23,1,Medical,1,189,3,Female,95,4,5,Manufacturing Director,4,Married,16658,19988,1,Y,No,16,4,1,80,2,17,4,2,17,2,9,15,No
50,Travel_Rarely,893,Sales,28,4,Medical,1,190,4,Male,40,3,5,Research Scientist,3,Single,17026,20286,1,Y,No,12,4,4,80,1,32,2,2,9,5,9,8,No
18,Travel_Rarely,104,Research & Development,16,3,Medical,1,191,1,Female,37,1,5,Sales Executive,3,Married,17208,14191,9,Y,No,24,4,1,80,1,0,3,3,0,0,0,0,Yes
36,Travel_Rarely,460,Research & Development,5,4,Life Sciences,1,192,2,Male,84,4,2,Manufacturing Director,1,Married,7792,6588,7,Y,Yes,13,3,3,80,1,8,2,1,8,8,1,5,Yes
19,Travel_Rarely,558,Research & Development,21,2,Human Resources,1,193,1,Male,35,1,2,Sales Representative,1,Single,6936,26544,2,Y,No,21,3,3,80,0,1,4,4,1,1,1,1,Yes
43,Non-Travel,347,Sales,15,3,Other,1,194,2,Female,82,2,2,Manufacturing Director,1,Divorced,7126,12811,9,Y,No,17,3,3,80,2,11,2,1,11,11,11,11,No
49,Travel_Rarely,1045,Research & Development,17,5,Technical Degree,1,195,1,Female,49,3,2,Human Resources,4,Married,8021,20733,9,Y,No,21,3,3,80,1,31,0,1,1,1,1,1,Yes
23,Travel_Rarely,521,Research & Development,18,4,Other,1,196,2,Female,68,1,2,Research Director,2,Divorced,8256,23443,7,Y,No,22,4,3,80,3,5,3,1,3,3,3,3,Yes
49,Travel_Rarely,114,Research & Development,5,3,Life Sciences,1,197,2,Female,63,1,2,Research Director,2,Single,7050,9928,6,Y,No,14,3,4,80,1,23,2,1,23,15,6,15,No
21,Travel_Rarely,835,Research & Development,13,3,Life Sciences,1,198,3,Male,86,4,2,Healthcare Representative,4,Single,6839,17325,9,Y,No,24,3,4,80,3,3,4,2,3,3,3,3,No
28,Travel_Rarely,1245,Research & Development,19,3,Life Sciences,1,199,1,Female,48,1,5,Sales Executive,3,Single,16765,9120,3,Y,No,22,3,4,80,0,10,2,1,10,10,3,5,Yes
34,Travel_Rarely,376,Research & Development,13,1,Human Resources,1,200,3,Female,60,1,1,Human Resources,2,Married,4744,16274,6,Y,No,20,4,2,80,3,16,6,4,16,6,0,5,No
55,Travel_Frequently,552,Research & Development,18,4,Life Sciences,1,201,3,Female,69,2,2,Research Scientist,3,Single,7157,22748,7,Y,No,17,3,2,80,2,36,2,2,25,3,3,6,No
41,Travel_Rarely,1417,Research & Development,14,3,Medical,1,202,1,Male,43,3,5,Manager,1,Married,16417,6719,5,Y,No,19,3,1,80,0,8,1,1,7,7,5,7,Yes
22,Travel_Rarely,697,Research & Development,4,4,Other,1,203,2,Female,66,4,1,Healthcare Representative,1,Married,5199,24627,5,Y,No,24,3,2,80,0,4,2,2,4,4,4,4,No
51,Travel_Rarely,545,Research & Development,4,3,Marketing,1,204,3,Female,73,4,2,Research Director,3,Single,6860,10081,2,Y,No,23,3,3,80,1,21,0,1,4,4,4,1,No
23,Travel_Rarely,309,Research & Development,20,5,Technical Degree,1,205,1,Male,38,1,1,Laboratory Technician,1,Married,5472,16550,4,Y,Yes,15,3,3,80,0,5,4,1,1,1,1,1,Yes
39,Travel_Rarely,813,Research & Development,20,5,Life Sciences,1,206,2,Male,87,2,1,Manager,4,Divorced,5403,18354,9,Y,No,24,4,3,80,0,21,5,4,4,4,4,4,No
28,Travel_Rarely,401,Sales,19,5,Other,1,207,3,Male,49,1,3,Manager,3,Single,10495,12864,1,Y,Yes,11,3,1,80,3,10,1,2,10,1,10,2,No
33,Travel_Rarely,1346,Research & Development,13,2,Life Sciences,1,208,3,Male,79,1,4,Laboratory Technician,3,Married,14363,21061,4,Y,No,15,3,1,80,1,14,5,2,14,8,13,3,No
50,Travel_Rarely,102,Research & Development,12,3,Human Resources,1,209,3,Male,49,4,3,Sales Representative,3,Married,10270,18931,4,Y,Yes,16,4,1,80,2,28,2,3,18,2,12,10,No
26,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,210,2,Female,65,1,1,Manufacturing Director,2,Married,3689,14624,6,Y,No,24,3,1,80,1,8,6,1,8,3,3,8,No
23,Non-Travel,1216,Research & Development,25,4,Life Sciences,1,211,3,Male,56,1,5,Healthcare Representative,3,Divorced,15912,26934,3,Y,No,21,4,4,80,2,5,3,1,3,3,3,3,No
33,Travel_Rarely,619,Research & Development,12,2,Life Sciences,1,212,2,Male,61,2,2,Human Resources,3,Divorced,6828,5361,5,Y,No,12,4,1,80,3,15,0,4,15,14,0,12,No
46,Travel_Rarely,592,Research & Development,21,4,Life Sciences,1,213,4,Male,30,4,4,Manager,3,Married,14299,15707,8,Y,No,18,3,1,80,0,14,0,4,14,7,4,0,No
20,Travel_Rarely,1358,Sales,4,4,Technical Degree,1,214,3,Male,46,3,2,Manufacturing Director,2,Married,7745,3924,3,Y,Yes,23,3,2,80,0,2,6,2,2,2,2,2,No
37,Travel_Rarely,719,Research & Development,27,4,Other,1,215,4,Male,38,2,5,Research Director,1,Married,17367,14647,5,Y,No,12,3,4,80,1,19,0,4,19,4,5,15,No
53,Travel_Rarely,1284,Research & Development,2,2,Human Resources,1,216,1,Male,74,2,4,Human Resources,2,Married,14209,23627,8,Y,No,24,4,3,80,1,3,6,2,3,1,2,1,Yes
36,Travel_Frequently,430,Research & Development,2,3,Life Sciences,1,217,3,Male,95,2,3,Healthcare Representative,4,Single,9591,23031,9,Y,No,19,4,2,80,1,17,1,1,17,8,12,13,No
43,Travel_Rarely,432,Sales,5,2,Life Sciences,1,218,1,Male,61,4,1,Research Scientist,3,Divorced,3939,8681,0,Y,Yes,24,3,1,80,0,20,6,1,20,13,6,16,Yes
20,Travel_Rarely,149,Research & Development,23,3,Life Sciences,1,219,1,Female,74,1,5,Manager,4,Divorced,16629,4701,7,Y,No,23,3,3,80,0,2,6,2,2,0,2,2,No
36,Travel_Rarely,962,Research & Development,10,3,Life Sciences,1,220,1,Female,38,3,1,Research Director,2,Single,3744,16175,0,Y,No,12,3,3,80,3,5,2,4,5,3,4,1,No
37,Travel_Rarely,371,Sales,10,4,Medical,1,221,4,Female,59,4,1,Healthcare Representative,1,Single,4828,12122,3,Y,Yes,13,4,3,80,2,19,0,4,19,16,10,3,No
49,Travel_Rarely,679,Sales,9,2,Medical,1,222,2,Male,67,1,2,Sales Executive,1,Divorced,8078,18805,2,Y,Yes,18,3,2,80,1,1,2,2,1,1,1,0,Yes
24,Travel_Rarely,1375,Sales,13,3,Marketing,1,223,4,Male,89,2,5,Research Director,3,Single,17429,18719,3,Y,Yes,21,3,4,80,0,6,3,1,6,1,1,6,Yes
58,Travel_Rarely,659,Human Resources,7,5,Life Sciences,1,224,4,Male,30,4,1,Human Resources,1,Married,4408,11718,6,Y,No,16,3,4,80,2,20,6,2,20,5,3,13,No
50,Travel_Rarely,795,Human Resources,5,3,Marketing,1,225,1,Female,34,1,3,Sales Executive,2,Single,11476,2056,8,Y,No,11,3,3,80,1,5,2,4,5,5,3,5,No
57,Travel_Rarely,1213,Research & Development,26,5,Technical Degree,1,226,3,Male,92,3,4,Research Director,2,Single,14293,15973,8,Y,No,14,4,1,80,1,31,5,2,30,8,5,13,No
56,Travel_Rarely,545,Research & Development,10,2,Marketing,1,227,2,Male,65,3,5,Research Scientist,1,Single,16332,17352,9,Y,No,15,3,4,80,2,5,2,1,5,2,5,5,No
35,Travel_Rarely,1116,Research & Development,10,2,Other,1,228,1,Male,94,1,2,Manufacturing Director,3,Married,8121,22334,0,Y,No,24,3,4,80,2,12,2,3,11,5,10,9,Yes
57,Travel_Rarely,1455,Research & Development,6,2,Medical,1,229,2,Female,53,4,5,Research Scientist,3,Single,15596,25439,9,Y,No,21,3,1,80,2,0,6,2,0,0,0,0,Yes
18,Travel_Rarely,1262,Research & Development,27,3,Medical,1,230,4,Female,33,2,2,Research Scientist,2,Married,8499,17052,0,Y,No,13,3,2,80,0,0,4,3,0,0,0,0,No
28,Non-Travel,456,Research & Development,28,1,Life Sciences,1,231,2,Male,97,1,4,Laboratory Technician,1,Married,13437,5147,8,Y,Yes,11,3,2,80,3,10,5,2,2,2,2,2,Yes
45,Travel_Rarely,373,Research & Development,19,3,Life Sciences,1,232,2,Female,54,2,3,Research Director,2,Married,10453,5537,3,Y,Yes,13,3,1,80,1,27,1,4,14,12,0,11,No
42,Non-Travel,1142,Research & Development,21,3,Technical Degree,1,233,3,Male,36,3,1,Manufacturing Director,2,Married,5000,24812,2,Y,No,23,3,2,80,1,21,6,4,21,6,0,11,Yes
40,Travel_Rarely,410,Sales,8,4,Human Resources,1,234,1,Male,42,1,5,Sales Representative,4,Married,16789,2721,8,Y,No,19,4,3,80,2,11,2,3,11,8,4,1,No
48,Travel_Rarely,969,Human Resources,1,4,Technical Degree,1,235,2,Female,97,3,2,Laboratory Technician,2,Married,7074,14269,4,Y,No,12,3,4,80,0,25,0,2,25,17,0,5,No
47,Travel_Rarely,985,Sales,28,3,Other,1,236,2,Female,72,2,4,Laboratory Technician,3,Married,12602,18769,5,Y,No,11,4,2,80,2,3,6,4,3,0,2,3,No
59,Travel_Rarely,253,Research & Development,17,5,Life Sciences,1,237,4,Female,86,2,1,Research Scientist,1,Married,4777,21201,0,Y,No,17,3,3,80,0,18,4,3,18,12,8,14,No
52,Non-Travel,1383,Research & Development,7,4,Life Sciences,1,238,4,Female,65,1,4,Manager,1,Divorced,13978,9426,0,Y,Yes,23,3,3,80,3,15,2,3,15,7,2,15,Yes
24,Travel_Rarely,719,Research & Development,14,3,Technical Degree,1,239,2,Male,43,1,3,Manager,4,Married,10328,15788,6,Y,No,17,3,3,80,1,6,4,2,1,1,1,1,Yes
33,Travel_Rarely,982,Sales,21,1,Technical Degree,1,240,1,Male,56,1,1,Sales Executive,4,Single,4012,16007,9,Y,Yes,15,3,3,80,1,15,1,4,6,0,6,0,Yes
43,Travel_Rarely,896,Research & Development,21,5,Technical Degree,1,241,2,Female,66,3,1,Sales Representative,3,Married,4165,13079,7,Y,No,12,3,3,80,0,20,6,3,15,8,8,11,No
19,Travel_Frequently,224,Sales,17,2,Medical,1,242,2,Female,54,2,1,Manufacturing Director,4,Married,5016,16346,7,Y,Yes,24,3,1,80,3,1,4,1,1,1,1,1,Yes
18,Non-Travel,1477,Research & Development,9,3,Marketing,1,243,3,Male,96,2,2,Laboratory Technician,2,Single,7784,9115,6,Y,No,11,3,4,80,3,0,0,1,0,0,0,0,Yes
29,Travel_Rarely,1396,Sales,17,3,Marketing,1,244,1,Male,33,3,1,Research Director,2,Married,3534,12911,8,Y,No,23,3,4,80,1,11,2,4,0,0,0,0,No
22,Travel_Rarely,718,Sales,5,5,Life Sciences,1,245,3,Male,45,1,4,Research Scientist,3,Married,13904,2259,0,Y,Yes,15,3,1,80,1,4,0,4,4,4,4,4,No
54,Travel_Rarely,344,Research & Development,26,4,Medical,1,246,1,Male,48,4,2,Human Resources,1,Married,6896,22872,1,Y,No,20,3,1,80,2,19,6,1,8,8,8,8,Yes
49,Travel_Rarely,947,Research & Development,25,4,Technical Degree,1,247,1,Female,58,1,1,Research Director,3,Divorced,3526,10791,2,Y,No,14,3,3,80,0,9,6,3,6,6,6,6,No
26,Travel_Rarely,549,Sales,20,4,Life Sciences,1,248,1,Female,80,4,4,Research Director,4,Married,14431,9536,4,Y,No,19,3,2,80,1,8,3,2,4,0,4,4,No
58,Travel_Frequently,1029,Sales,29,2,Medical,1,249,3,Female,47,4,4,Laboratory Technician,1,Married,14385,21639,3,Y,No,15,3,4,80,3,27,4,3,27,2,5,12,Yes
52,Travel_Rarely,1370,Research & Development,8,5,Other,1,250,3,Male,87,3,5,Manufacturing Director,1,Divorced,15805,22432,3,Y,No,21,4,2,80,3,9,4,4,9,0,6,1,Yes
36,Travel_Rarely,619,Research & Development,6,5,Human Resources,1,251,3,Male,73,2,4,Research Scientist,1,Married,14259,10947,7,Y,No,20,3,4,80,1,7,4,4,7,2,6,1,No
33,Travel_Rarely,1264,Research & Development,11,4,Medical,1,252,4,Female,45,2,3,Research Scientist,4,Divorced,10198,13769,7,Y,No,22,4,3,80,3,15,5,2,15,13,6,10,No
20,Travel_Rarely,461,Sales,19,4,Life Sciences,1,253,3,Female,94,2,1,Manufacturing Director,2,Divorced,5194,21541,6,Y,No,22,3,2,80,0,2,6,3,2,2,2,2,No
37,Non-Travel,107,Research & Development,4,1,Marketing,1,254,4,Female,31,2,1,Manager,2,Divorced,4080,12950,0,Y,No,12,4,4,80,3,19,6,2,6,6,6,6,Yes
41,Travel_Rarely,577,Sales,18,1,Technical Degree,1,255,4,Male,85,3,1,Healthcare Representative,4,Single,3664,18860,9,Y,No,14,3,4,80,3,23,1,3,23,0,12,2,No
50,Travel_Rarely,1475,Sales,1,3,Human Resources,1,256,4,Female,57,4,4,Sales Executive,4,Single,13781,7283,3,Y,No,23,3,3,80,1,4,5,3,4,4,4,0,No
41,Travel_Frequently,594,Research & Development,13,3,Other,1,257,2,Male,94,2,4,Sales Executive,3,Married,12601,11791,0,Y,Yes,22,3,2,80,0,2,0,1,2,2,2,2,Yes
28,Travel_Rarely,932,Research & Development,14,5,Human Resources,1,258,2,Female,34,4,1,Manager,3,Married,3954,4359,4,Y,No,19,3,3,80,0,10,6,3,9,9,1,8,No
25,Travel_Rarely,1162,Sales,24,5,Human Resources,1,259,2,Female,51,3,2,Laboratory Technician,2,Married,6692,9405,2,Y,No,18,4,2,80,2,5,3,4,5,0,1,5,No
53,Travel_Rarely,692,Sales,1,2,Medical,1,260,4,Female,42,1,2,Laboratory Technician,4,Single,8294,26408,2,Y,Yes,13,3,2,80,0,15,1,4,15,14,6,11,No
55,Travel_Rarely,286,Sales,29,2,Life Sciences,1,261,4,Male,94,3,3,Sales Representative,3,Single,10415,19645,3,Y,No,18,3,4,80,2,34,1,4,13,13,9,2,No
57,Travel_Rarely,853,Research & Development,11,1,Life Sciences,1,262,1,Male,45,2,5,Sales Executive,4,Married,16397,16357,1,Y,Yes,23,3,1,80,1,17,2,1,2,2,2,1,No
37,Travel_Rarely,192,Human Resources,17,3,Human Resources,1,263,4,Male,93,1,3,Sales Executive,4,Single,10309,8323,6,Y,No,12,3,2,80,3,10,6,2,10,5,9,0,No
52,Travel_Rarely,185,Sales,4,1,Technical Degree,1,264,2,Male,61,3,1,Laboratory Technician,2,Single,3798,7937,3,Y,No,13,3,2,80,0,22,3,4,13,0,6,8,No
42,Travel_Rarely,1167,Sales,26,1,Life Sciences,1,265,4,Male,80,3,1,Research Director,2,Single,3520,19966,4,Y,No,24,3,3,80,2,10,6,4,10,10,10,10,No
52,Travel_Rarely,236,Research & Development,12,3,Human Resources,1,266,4,Male,87,4,1,Sales Executive,4,Single,3544,13030,1,Y,No,15,3,2,80,0,28,4,2,27,17,7,15,No
42,Travel_Frequently,520,Research & Development,10,2,Life Sciences,1,267,1,Female,75,3,5,Manufacturing Director,1,Married,17003,19882,5,Y,No,21,3,2,80,1,24,5,1,24,12,2,9,Yes
46,Travel_Rarely,173,Research & Development,6,3,Technical Degree,1,268,4,Male,81,1,4,Human Resources,1,Married,12995,15003,8,Y,Yes,22,3,2,80,2,8,4,3,8,8,8,4,No
35,Travel_Rarely,1279,Sales,25,4,Other,1,269,3,Female,92,3,5,Manufacturing Director,4,Single,17311,12578,7,Y,No,24,3,2,80,2,17,6,2,1,1,1,1,No
35,Non-Travel,1378,Sales,1,4,Human Resources,1,270,1,Male,89,2,3,Research Director,2,Single,10182,14979,7,Y,No,20,3,2,80,2,8,2,3,8,8,4,8,Yes
19,Travel_Frequently,270,Research & Development,7,4,Marketing,1,271,4,Female,94,4,4,Sales Representative,1,Married,14213,4209,1,Y,No,20,3,1,80,1,1,5,3,1,1,1,1,No
52,Non-Travel,269,Research & Development,26,5,Marketing,1,272,4,Female,84,1,4,Laboratory Technician,2,Married,12722,22447,3,Y,No,18,3,4,80,2,20,4,3,6,6,6,6,Yes
33,Travel_Rarely,971,Sales,27,2,Human Resources,1,273,1,Male,86,1,3,Sales Representative,1,Divorced,9798,14060,7,Y,No,11,4,2,80,3,15,0,2,15,15,7,0,No
58,Non-Travel,421,Research & Development,21,2,Medical,1,274,4,Female,55,3,4,Sales Representative,4,Divorced,14004,9228,0,Y,No,14,3,3,80,1,0,4,2,0,0,0,0,No
53,Travel_Rarely,555,Sales,28,5,Other,1,275,2,Male,41,2,2,Laboratory Technician,3,Divorced,7547,11300,7,Y,No,11,4,3,80,3,26,6,3,3,3,3,3,No
50,Travel_Rarely,1043,Research & Development,16,1,Medical,1,276,3,Male,75,4,3,Research Scientist,3,Married,10861,24050,2,Y,No,11,3,2,80,3,32,5,1,15,2,2,10,No
21,Travel_Rarely,889,Sales,24,4,Marketing,1,277,3,Male,76,1,3,Human Resources,2,Married,10607,10681,7,Y,Yes,22,4,2,80,1,3,0,1,3,0,3,3,No
50,Non-Travel,712,Sales,14,4,Technical Degree,1,278,2,Male,67,4,2,Sales Executive,2,Married,7583,10196,5,Y,No,15,3,2,80,0,28,2,1,19,0,13,15,No
31,Non-Travel,1278,Research & Development,23,1,Human Resources,1,279,4,Female,50,3,5,Sales Representative,1,Single,15787,10267,6,Y,No,16,3,1,80,3,13,2,4,13,5,3,0,No
38,Travel_Rarely,988,Research & Development,20,3,Life Sciences,1,280,4,Male,43,2,5,Manufacturing Director,4,Single,17157,7372,1,Y,No,11,3,4,80,1,18,0,3,18,3,5,9,No
37,Travel_Rarely,448,Human Resources,20,3,Marketing,1,281,3,Female,31,3,5,Research Scientist,1,Single,16016,8150,0,Y,No,21,3,3,80,3,19,5,4,19,12,3,9,Yes
25,Travel_Rarely,1296,Research & Development,6,2,Other,1,282,4,Female,99,4,4,Research Scientist,4,Married,13397,12920,5,Y,No,16,4,1,80,2,0,5,1,0,0,0,0,No
24,Travel_Rarely,109,Sales,22,5,Marketing,1,283,3,Female,62,3,2,Research Director,4,Single,6653,18001,2,Y,No,15,3,1,80,3,6,4,2,6,6,3,0,No
